1476711241,400.6706,401.9250,400.4800,401.0500,42500
1476711546,399.6000,400.8600,399.2300,400.6170,38300
1476711847,399.0000,399.6250,398.2500,399.6250,37800
1476712199,400.0250,400.2100,399.0000,399.1333,26700
1476712442,399.9025,400.8600,399.5000,400.0600,17200
1476712744,400.2350,400.4900,399.2100,399.8200,9100
1476713042,399.0400,400.3800,398.8200,400.3800,15800
1476713341,396.1600,399.0300,396.0100,398.8200,49000
1476713642,395.5900,396.7100,395.5000,396.1100,26200
1476713947,397.6800,397.6800,395.5500,395.6100,24400
1476714243,397.6100,398.2900,397.4100,397.5100,10000
1476714551,396.5000,397.8700,396.5000,397.8300,10600
1476714849,397.5400,397.7300,396.8000,396.8100,18600
1476715152,397.5000,397.6899,397.3300,397.4100,5000
1476715454,397.5050,397.6000,397.2800,397.4560,6900
1476715751,397.1200,397.5000,396.8400,397.4100,9800
1476716048,397.2836,397.5800,396.9100,396.9684,13700
1476716359,397.4300,397.6500,397.0000,397.5300,11000
1476716640,396.2511,397.2800,396.1800,397.2700,12100
1476716954,396.8700,396.8700,396.1400,396.6000,12200
1476717297,396.8100,397.0700,396.5000,396.7000,8000
1476717540,397.0100,397.0200,396.5500,396.9500,16300
1476717853,396.6000,396.9970,396.1600,396.7900,16500
1476718162,396.2326,396.4475,395.8000,396.4000,15700
1476718494,395.9200,396.5900,395.9200,396.4200,8900
1476718748,396.2000,396.2290,395.5600,396.2290,11000
1476719040,395.6500,396.3400,395.6500,396.2300,8100
1476719375,395.5200,395.5600,395.0000,395.5600,34700
1476719644,394.5886,395.5000,394.1000,395.5000,44200
1476719957,393.5400,394.7300,393.2500,394.3800,37700
1476720260,394.0000,394.1000,393.3000,393.9000,21200
1476720597,394.5400,394.5400,394.0000,394.0000,18400
1476720840,394.9000,395.3100,394.2800,394.2800,9300
1476721144,395.2600,395.3350,394.8100,394.9000,14100
1476721499,395.4300,395.6400,395.0700,395.2500,13500
1476721749,394.3400,395.4300,394.2590,395.4300,13400
1476721991,394.3100,394.6100,394.2000,394.5100,9800
1476722344,393.8700,394.3704,393.6200,394.3704,10100
1476722644,393.9960,394.0200,393.3500,393.7300,7800
1476722944,394.4800,394.6100,393.8400,394.0700,17100
1476723295,393.8750,394.3800,393.7600,394.3800,14700
1476723542,393.9850,394.5400,393.8300,393.9900,9400
1476723840,393.7500,394.0800,393.7300,393.9850,12000
1476724159,394.3900,394.5303,393.7000,393.7600,8900
1476724451,394.3800,394.6100,394.3700,394.4200,6000
1476724752,394.2400,394.4800,393.9600,394.4350,12400
1476725045,393.7100,394.2217,393.5200,394.2100,8800
1476725341,394.0100,394.1600,393.7400,393.9900,3300
1476725647,394.4640,394.5200,394.0200,394.0500,12100
1476725956,394.7790,395.0000,394.3250,394.6400,16800
1476726242,394.9800,395.0700,394.6100,394.6550,9700
1476726596,394.5500,395.0000,394.5000,395.0000,9000
1476726889,394.9900,394.9900,394.6500,394.7000,8000
1476727195,394.7300,395.1100,394.7300,395.1100,5100
1476727444,394.4050,394.8900,394.2500,394.7300,7300
1476727742,394.4700,394.6300,394.2500,394.5600,6000
