1476711240,117.1100,117.8400,117.0000,117.4600,1639100
1476711598,116.9500,117.2000,116.8500,117.0600,854500
1476711840,117.1000,117.3000,116.9300,116.9400,749000
1476712199,117.1600,117.2400,117.0200,117.1000,429000
1476712440,116.9499,117.3000,116.9200,117.1600,580800
1476712740,116.9150,117.0400,116.9000,116.9400,541400
1476713040,116.8400,116.9600,116.7800,116.9200,550700
1476713340,117.0300,117.0800,116.8000,116.8327,442300
1476713699,117.0800,117.1400,117.0362,117.0362,332800
1476713940,117.0100,117.1700,116.9900,117.0700,283200
1476714299,117.2398,117.2500,116.9200,117.0100,336100
1476714599,117.3444,117.3800,117.2400,117.2400,402000
1476714899,117.2700,117.4000,117.2600,117.3500,243200
1476715197,117.2950,117.3600,117.2200,117.2700,254900
1476715441,117.3895,117.4600,117.2800,117.3000,277200
1476715740,117.4388,117.4450,117.3400,117.3850,202000
1476716045,117.3600,117.4350,117.2900,117.4300,198700
1476716344,117.3250,117.3650,117.2600,117.3600,274900
1476716640,117.5000,117.5300,117.3300,117.3300,294500
1476716941,117.4050,117.5600,117.3400,117.5001,269200
1476717241,117.3600,117.4000,117.2800,117.4000,217700
1476717599,117.2858,117.3500,117.2401,117.3500,189900
1476717843,117.2000,117.3200,117.1800,117.2850,208300
1476718140,117.0901,117.2100,117.0000,117.2000,284400
1476718498,117.1150,117.1800,117.0300,117.0900,399600
1476718742,117.1001,117.1151,117.0300,117.1150,208100
1476719040,117.1600,117.1847,117.0735,117.1000,159500
1476719340,117.1000,117.1900,117.0600,117.1600,183600
1476719642,117.2600,117.2900,117.1033,117.1033,199500
1476719999,117.2700,117.3600,117.2400,117.2600,234900
1476720241,117.2700,117.3000,117.2200,117.2700,134300
1476720545,117.2296,117.3100,117.2000,117.2800,121200
1476720840,117.1289,117.2500,117.1100,117.2300,210000
1476721145,117.2000,117.2000,117.1200,117.1200,166400
1476721440,117.1950,117.3000,117.1800,117.2160,208500
1476721740,117.1300,117.2300,117.1100,117.1900,153300
1476722095,117.1644,117.1800,117.1000,117.1338,106600
1476722398,117.1211,117.2100,117.1200,117.1700,91100
1476722641,117.1300,117.1650,117.0400,117.1200,197300
1476722944,117.0695,117.1300,117.0300,117.1300,134500
1476723242,116.9700,117.0900,116.9600,117.0600,266000
1476723598,116.9600,117.0200,116.9500,116.9734,213200
1476723899,116.9602,117.0400,116.9327,116.9600,142200
1476724199,117.0042,117.0200,116.9600,116.9600,104600
1476724440,117.0425,117.0550,116.9800,117.0100,128800
1476724740,116.9965,117.0700,116.9500,117.0400,196500
1476725041,117.0100,117.0500,116.9800,117.0000,148700
1476725340,117.0071,117.0500,116.9900,117.0139,151900
1476725640,117.1600,117.1800,116.9800,117.0100,274000
1476725940,117.1150,117.2000,117.1000,117.1600,152700
1476726242,117.1302,117.1900,117.0900,117.1100,143200
1476726541,117.1400,117.1900,117.1000,117.1345,135600
1476726840,117.0600,117.1500,117.0500,117.1400,133700
1476727141,117.0000,117.0700,116.9600,117.0700,214100
1476727441,117.0800,117.1050,116.9950,116.9999,176700
1476727740,117.0444,117.0900,116.9900,117.0800,123700
1476728041,117.1400,117.1700,117.0400,117.0400,187200
1476728342,117.1100,117.1937,117.1100,117.1450,160700
1476728643,117.0900,117.1700,117.0700,117.1200,139700
1476728940,117.1799,117.1800,117.0900,117.1000,110500
1476729241,117.1200,117.1700,117.0900,117.1700,134400
1476729540,117.1190,117.1700,117.1000,117.1165,103800
1476729841,117.1153,117.1450,117.0900,117.1193,102500
1476730140,117.1900,117.1900,117.1000,117.1159,175100
1476730440,117.2000,117.2600,117.1800,117.1900,240800
1476730741,117.3100,117.3300,117.1900,117.2001,294500
1476731042,117.3500,117.3500,117.2700,117.3200,201300
1476731340,117.3800,117.4200,117.3400,117.3500,254500
1476731640,117.3200,117.3900,117.2700,117.3700,265400
1476731940,117.3438,117.3500,117.3100,117.3200,172000
1476732299,117.4300,117.4400,117.3400,117.3500,319200
1476732599,117.4801,117.4900,117.4100,117.4300,315800
1476732897,117.4450,117.5000,117.4350,117.4850,323300
1476733199,117.4899,117.5662,117.4400,117.4450,357000
1476733499,117.4700,117.5250,117.4700,117.4900,288100
1476733740,117.4900,117.5500,117.4700,117.4700,279700
1476734040,117.4650,117.4900,117.4600,117.4800,251400
1476734340,117.5500,117.5600,117.4600,117.4699,905900
1476734400,117.5500,117.5500,117.5500,117.5500,1342000
1476797640,117.8405,118.1400,117.8114,118.1400,0
1476797999,117.9342,117.9500,117.5950,117.8508,1086200
1476798299,117.9559,118.0000,117.8800,117.9300,557600
1476798540,118.1050,118.2100,117.9450,117.9550,752600
1476798899,117.9500,118.1500,117.9200,118.1000,509700
1476799199,118.0200,118.0350,117.9000,117.9500,311000
1476799443,118.0050,118.0400,117.9400,118.0200,355800
1476799740,118.0150,118.0901,118.0000,118.0089,368100
1476800042,117.9000,118.0700,117.8900,118.0165,352000
1476800340,117.9300,118.0000,117.8700,117.8950,300400
1476800640,117.7800,117.9300,117.7100,117.9200,861100
1476800941,117.9449,118.0100,117.7700,117.7840,443700
1476801242,117.9800,117.9900,117.9341,117.9500,189600
1476801540,118.0500,118.0900,117.9400,117.9728,365600
1476801899,118.0850,118.1400,117.9900,118.0450,446400
1476802141,118.0900,118.1100,118.0500,118.0850,251000
1476802497,118.0041,118.1200,117.9900,118.1000,227800
1476802740,118.0100,118.0600,117.9814,118.0033,271200
1476803099,118.0500,118.0900,118.0043,118.0043,165800
1476803347,118.0750,118.0800,118.0200,118.0600,128300
